tweetid,userid,user_display_name,user_screen_name,user_reported_location,user_profile_description,user_profile_url,follower_count,following_count,account_creation_date,account_language,tweet_language,tweet_text,tweet_time,tweet_client_name,in_reply_to_tweetid,in_reply_to_userid,quoted_tweet_tweetid,is_retweet,retweet_userid,retweet_tweetid,latitude,longitude,quote_count,reply_count,like_count,retweet_count,hashtags,urls,user_mentions,poll_choices
936806246086164480,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,United States,No more #HappyHolidays shit!!! It's #MerryChristmas!!!!! #BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump,https://t.co/XFnhCqCWBy,2748,265,2016-06-15,en,en,RT @SenateGOP: Senate Republicans and @POTUS @realDonaldTrump are seizing this once-in-a-generation opportunity to cut taxes for American f…,2017-12-02 03:56,Twitter for Android,,,,True,14344823,936784267220099200,absent,absent,0.0,0.0,0.0,0.0,[],[],"[14344823, 822215679726100480, 25073877]",
803317105470771200,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,United States,No more #HappyHolidays shit!!! It's #MerryChristmas!!!!! #BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump,https://t.co/XFnhCqCWBy,2748,265,2016-06-15,en,en,RT @parscale: This guy has it right. @GOP @realDonaldTrump #TrumpIsComing https://t.co/ipJpoDg3Vf,2016-11-28 19:18,Twitter for Android,,,,True,17685258,800550324213784576,absent,absent,0.0,0.0,0.0,0.0,[TrumpIsComing],[https://www.newsbusters.org/blogs/nb/tom-blumer/2016/11/16/another-media-meme-destroyed-trumps-turnout-operation-was],"[17685258, 11134252, 25073877]",
783498806306361345,2928870434,Newspeak Daily,NewspeakDaily,,it's never too late to reinvent the bicycle,,5816,865,2014-12-13,en,en,Pence: Trump Immigration Plan Begins With Border Security  #politics,2016-10-05 02:47,twitterfeed,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,[politics],[],,
830792371516346368,63df8aabe784aebc5674b36a34c14dae77bfaa89e1d9bafa5a485ed32f6e2834,63df8aabe784aebc5674b36a34c14dae77bfaa89e1d9bafa5a485ed32f6e2834,63df8aabe784aebc5674b36a34c14dae77bfaa89e1d9bafa5a485ed32f6e2834,USA,"Big Government=corruption, #NRA, Conservative, My Tweets=my personal opinions #GodBlessAmerica",,2229,2737,2014-07-04,en,en,RT @gerfingerpoken: Lawbreaker Rahm Emanuel Vs Trump on Sanctuary Cities - American Thinker https://t.co/UqQf8HFJTs - #MAGA #PJNET 111 http…,2017-02-12 14:55,Twitter Web Client,,,,True,96442308,830763248278343680,absent,absent,0.0,0.0,0.0,0.0,"[MAGA, PJNET]",[http://bit.ly/2ggUZDP],[96442308],
787040868595228672,4272870988,Pamela Moore,Pamela_Moore13,"Texas, USA",Southern. Conservative. Pro God. Anti Racism,,72121,42080,2015-11-25,en,en,"Kathleen Willey: Hillary is a fake feminist. A champion of women does not attack the victims of sexual assault and rape."" #WomenWhoVoteTrump https://t.co/6YWAH54Bww",2016-10-14 21:22,Twitter Web Client,,,,False,,,absent,absent,2.0,6.0,121.0,157.0,[WomenWhoVoteTrump],[],,
765936300843266048,c5a4c57fc616d4bce77ed8f531708fce96789f928a2dd88fede37d205f8eb733,c5a4c57fc616d4bce77ed8f531708fce96789f928a2dd88fede37d205f8eb733,c5a4c57fc616d4bce77ed8f531708fce96789f928a2dd88fede37d205f8eb733,USA,"If you do what you’ve always done, you’ll get what you’ve always gotten",,2770,2115,2014-06-16,en,en,RT @Booth_Prince: Hillary seen selling fake drugs in the hood #TrumpsFavoriteHeadline,2016-08-17 15:40,Twitter Web Client,,,,True,1718000594,765928442965725184,absent,absent,0.0,0.0,0.0,0.0,[TrumpsFavoriteHeadline],[],[1718000594],
857406780749430784,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,United States,No more #HappyHolidays shit!!! It's #MerryChristmas!!!!! #BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump,https://t.co/XFnhCqCWBy,2748,265,2016-06-15,en,en,RT @TruthFeedNews: VIDEO : TMZ Founder Harvey Levin SLAMS LIBERALS for Criticizing his Meeting With Trump https://t.co/1rWcqGn4Ju #maga #tr…,2017-04-27 01:31,Twitter Web Client,,,,True,707278892801765377,857404760680349696,absent,absent,0.0,0.0,0.0,0.0,[maga],[http://truthfeed.com/video-tmz-founder-harvey-levin-slams-liberals-for-criticizing-his-meeting-with-trump/68484/],[707278892801765377],
828711498813960192,8a3c0cdcac971eaf9f7802a5688faea3aadd850e5d2e214941c2ccbdcaf4ac32,8a3c0cdcac971eaf9f7802a5688faea3aadd850e5d2e214941c2ccbdcaf4ac32,8a3c0cdcac971eaf9f7802a5688faea3aadd850e5d2e214941c2ccbdcaf4ac32,USA,"i aint shit now, but bitch i might be ✨ #FreeGuwop #BlackLivesALWAYSMattered",,959,641,2013-08-31,en,en,RT @_blackintellect: This is not a knock on Obama...but Trump makes Obama look like he could solve the mysteries of the universe. That how…,2017-02-06 21:06,Twitter Web Client,,,828702373812064256,True,4925073867,828703352523456512,absent,absent,0.0,0.0,0.0,0.0,[],[],[4925073867],
822907092340264960,4272870988,Pamela Moore,Pamela_Moore13,"Texas, USA",Southern. Conservative. Pro God. Anti Racism,,72121,42080,2015-11-25,en,en,"While Madonna is dropping the F bombs, @realDonaldTrump and @mike_pence families quietly and reverently attended church today https://t.co/eEjZMQkzqm",2017-01-21 20:41,Twitter Web Client,,,,False,,,absent,absent,48.0,96.0,667.0,386.0,[],[],"[22203756, 25073877]",
810245607231209472,ef983249ef6ed5de427c4dc19ad6d966c6cf572c2505e44142e7e7261f917ae6,ef983249ef6ed5de427c4dc19ad6d966c6cf572c2505e44142e7e7261f917ae6,ef983249ef6ed5de427c4dc19ad6d966c6cf572c2505e44142e7e7261f917ae6,"New York, USA",Fun-loving conservative sharing the truth that liberals can't handle. #TCOT,,2208,2206,2013-07-29,en,en,RT @politicususa: Hate Group Leader Calls on Trump to Lead Witch-Hunt of Pro-LGBT Officials https://t.co/Vwkkz1X4cD #p2 #p2b #ctl,2016-12-17 22:09,Twitter Web Client,,,,True,14792049,810243862543421440,absent,absent,0.0,0.0,0.0,0.0,"[p2, p2b, ctl]",[http://www.politicususa.com/2016/12/17/hate-group-leader-calls-trump-lead-witch-hunt-pro-lgbt-officials.html],[14792049],
891515579764531201,efbb959a308f1bd1199a15221511bdd9e8945a3a02da83ce9d6585224733a8f6,efbb959a308f1bd1199a15221511bdd9e8945a3a02da83ce9d6585224733a8f6,efbb959a308f1bd1199a15221511bdd9e8945a3a02da83ce9d6585224733a8f6,USA,white people are the most blood thirsty savages the world has ever seen #BLM #ICantBreath,,840,373,2013-08-07,en,en,"RT @SalESue6: No, that's reality in Trump's 🌎... https://t.co/WIWb5mcJLN",2017-07-30 04:27,Twitter Web Client,,,891063464210427904,True,832613696799113220,891487456205385728,absent,absent,0.0,0.0,0.0,0.0,[],[https://twitter.com/ddale8/status/891063464210427904],[832613696799113220],
823616370021638144,ef983249ef6ed5de427c4dc19ad6d966c6cf572c2505e44142e7e7261f917ae6,ef983249ef6ed5de427c4dc19ad6d966c6cf572c2505e44142e7e7261f917ae6,ef983249ef6ed5de427c4dc19ad6d966c6cf572c2505e44142e7e7261f917ae6,"New York, USA",Fun-loving conservative sharing the truth that liberals can't handle. #TCOT,,2208,2206,2013-07-29,en,en,RT @RealAlexJones: German Feminazis Chant “Allahu Akbar” at Islamist-Backed “Women’s March” - https://t.co/e6T60oBCND #ImpeachTrump,2017-01-23 19:40,Twitter Web Client,,,,True,109065990,823614039636975616,absent,absent,0.0,0.0,0.0,0.0,[ImpeachTrump],[http://www.infowars.com/german-feminazis-chant-allahu-akbar-at-islamist-backed-womens-march/],[109065990],
796369743884206080,2882037326,Dana Gold,DanaGeezus,USA,Producer,,24920,12434,2014-10-29,en,en,#ICelebrateTrumpWith calling him a good boy https://t.co/vVnXUPQiKV,2016-11-09 15:11,Twitter Web Client,,,,False,,,absent,absent,1.0,0.0,12.0,15.0,[ICelebrateTrumpWith],[],,
782236467338678274,2591847731,Boston Today,TodayBostonMA,"Boston, USA","Boston's local news on Twitter. Breaking news, sports, events  and international news. Tweet us or DM",,18560,7276,2014-06-08,en,en,A fact-check of Trump's stump speech https://t.co/5R5fmsr4F8 #politics https://t.co/kzaPjyMTbe,2016-10-01 15:11,Twibble.io,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,[politics],[http://www.wcvb.com/politics/a-factcheck-of-trumps-stump-speech/41913678],,
790622825472155648,2743327187,Washington Online,WashingtOnline,"Washington, D.C.","Breaking news, weather, traffic and more for Washington. DM us anytime. RTs not endorsements",,40762,14404,2014-08-15,en,en,Elizabeth Warren has a message for Donald Trump: ‘Nasty women vote’ https://t.co/kI8TWKjx8m #politics,2016-10-24 18:35,twitterfeed,,,,False,,,absent,absent,3.0,2.0,2.0,2.0,[politics],[http://wapo.st/2eyMoN8],,
632560219235610624,2882350436,Christian Morgan,ChrixMorgan,USA,I'm so funny. I can make myself laugh,,22035,9795,2014-10-29,en,en,"Hey, play with me! #TrumpenASong  I got my mind sell on you! *POTUS LOGO*",2015-08-15 14:31,TweetDeck,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,[TrumpenASong],[],,
727698035443015680,4437444442,Pamela Kealer,PamelaKealer13,"Texas, USA",,,10226,10184,2015-12-10,en,en,@SuperAaronBurr And why do you think that Trump is an idiot?,2016-05-04 03:15,Twitter Web Client,727697473502732288,373658858,,False,,,absent,absent,0.0,1.0,3.0,1.0,[],[],[373658858],
626387636140163073,d5b03d33025be9a213bb9177892a502894142060da1696d70ddefd80f9e3d82c,d5b03d33025be9a213bb9177892a502894142060da1696d70ddefd80f9e3d82c,d5b03d33025be9a213bb9177892a502894142060da1696d70ddefd80f9e3d82c,USA,#WakeUpAmerica   Ronald Reagan knew the truth. He lived and governed by it.  #PJNET #tcot #ccot,,554,545,2013-08-27,en,en,.@realDonaldTrump not guilty!,2015-07-29 13:43,Twitter Web Client,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,[],[],[25073877],
797220212735168512,f78a269be68e66b4a8c9bb5adbe49f617b6b3845134de4b9d8afe7a350bfb2cd,f78a269be68e66b4a8c9bb5adbe49f617b6b3845134de4b9d8afe7a350bfb2cd,f78a269be68e66b4a8c9bb5adbe49f617b6b3845134de4b9d8afe7a350bfb2cd,"Florida, USA",Read the mess I tweet & retweet about & you'll have an idea of the kinda person I am✌,,806,466,2013-09-12,en,en,RT @sassycrass: Like I'm not worried about these red-hat assholes. Who voted for Trump on the low? THERE'S your trouble. @LouisaTheLast,2016-11-11 23:31,Twitter Web Client,,,,True,24466090,797214316026064896,absent,absent,0.0,0.0,0.0,0.0,[],[],"[24466090, 17794636]",
788533081099505664,2547141851,Chicago Daily News,ChicagoDailyNew,"Chicago, IL","Local news, sports, business, politics, entertainment, travel and opinion for Chicago and Illinois. DM us 24/7",,23595,13665,2014-05-14,en,en,Trump Voter Fraud Charge Not Scaring Local Election Officials https://t.co/eSvb0jn8V2,2016-10-19 00:11,twitterfeed,,,,False,,,absent,absent,0.0,2.0,0.0,0.0,[],[http://cbsloc.al/2eqItNa],,
833183300709654528,1cd9dcae39203ce9df705a6ff0cb4b1961effb11c9959e48055606a108fedd44,1cd9dcae39203ce9df705a6ff0cb4b1961effb11c9959e48055606a108fedd44,1cd9dcae39203ce9df705a6ff0cb4b1961effb11c9959e48055606a108fedd44,USA,"Retired Chief Financial Officer, Patriot, Conservative Constitutionalist, 2nd Amend Supporter, Penn State Grad - Political Science, Fitness Enthusiast",,1578,1626,2015-03-10,en,en,"RT @TruthFrqncyNews: Newt Gingrich: Establishment Scared of Trump Because He ""Didn't Belong to the Secret Society"" https://t.co/nGMDDcIzG6",2017-02-19 05:15,Twitter Web Client,,,,True,396092219,833178449288237056,absent,absent,0.0,0.0,0.0,0.0,[],[http://charlesfrith.blogspot.com/2016/03/newt-gingrich-establishment-scared-of.html?spref=tw],[396092219],
793053576184541184,080da9e6b0c293d8e7abe6115605790ec8bc9a5c75a2b3e60539e67e3f100875,080da9e6b0c293d8e7abe6115605790ec8bc9a5c75a2b3e60539e67e3f100875,080da9e6b0c293d8e7abe6115605790ec8bc9a5c75a2b3e60539e67e3f100875,"Newark, NJ",Newark's latest news source. Follow us for original reporting and trusted news @NewarkVoice,,4604,1988,2015-03-15,en,en,Is the FBI sitting on information that could hurt Donald Trump? https://t.co/hlzFE1mGQS,2016-10-31 11:34,twitterfeed,,,,False,,,absent,absent,0.0,0.0,0.0,1.0,[],[http://bit.ly/2eqFdlo],,
839988216207949829,cfb0d237487ebe3520cb83bd82df903c9c7afd5a60acba8a3576bc3ca9346467,cfb0d237487ebe3520cb83bd82df903c9c7afd5a60acba8a3576bc3ca9346467,cfb0d237487ebe3520cb83bd82df903c9c7afd5a60acba8a3576bc3ca9346467,USA,"Wife, Mother, Patriot, Friend",,2969,2398,2013-08-17,en,en,RT @CarmineZozzora: Obama gives rise to ISIS to cause the Islamization of Europe and greatest refugee crisis since WWII but Trump's tax ret…,2017-03-09 23:56,Twitter Web Client,,,839951860207255552,True,2167674121,839959986973188096,absent,absent,0.0,0.0,0.0,0.0,[],[],[2167674121],
705401461434294273,3074563039,St. Louis Online,StLouisOnline,"St Louis, MO","Breaking news, weather, traffic and more for St. Louis. DM us anytime. RTs not endorsements",,10534,8576,2015-03-12,en,en,"Romney calling Trump 'phony,' urging Republicans to shun him  #StLouis",2016-03-03 14:36,twitterfeed,,,,False,,,absent,absent,0.0,0.0,1.0,1.0,[StLouis],[],,
791501581715906560,0a0af8893cdc8454338447004eeaf65ee2934977c71ec48d3bb17e6723e1daef,0a0af8893cdc8454338447004eeaf65ee2934977c71ec48d3bb17e6723e1daef,0a0af8893cdc8454338447004eeaf65ee2934977c71ec48d3bb17e6723e1daef,"St Louis, MO",,,1082,962,2013-08-08,en,en,RT @blicqer: ▶ Trump advocate: Media needs to ignore Trump accusers being ‘rolled out’ to ‘man-shame’ him https://t.co/iieALvxgop @RawStory…,2016-10-27 04:47,Twitter Web Client,,,,True,3034626213,791499823761338368,absent,absent,0.0,0.0,0.0,0.0,[],[http://dlvr.it/MXQJ9d],"[16041234, 3034626213]",
776793804783423488,396b0b6914e425ca53c49b7f1d6cfe9757eb7368c04c657a09d83b19a8f1251e,396b0b6914e425ca53c49b7f1d6cfe9757eb7368c04c657a09d83b19a8f1251e,396b0b6914e425ca53c49b7f1d6cfe9757eb7368c04c657a09d83b19a8f1251e,USA,~Reagan Conservative ~Jesus Lover ~PRO-Israel ~PRO-2A ~PRO-Life ~PRO-Constitution ~Support Police & Military #RenewUS #PJNET #TCOT #CruzCrew #WakeUpAmerica,,2372,2616,2013-08-14,en,en,RT @mundyspeaks: Gasparino: This Is the Speech Trump Should Give Every Day Until November 8 |  https://t.co/LylflwzhDe,2016-09-16 14:44,Twitter Web Client,,,,True,110918004,776788327626186752,absent,absent,0.0,0.0,0.0,0.0,[],[http://nation.foxnews.com/2016/09/16/gasparino-speech-trump-should-give-every-day-until-november-8],[110918004],
847860388872036353,2495567768,San Francisco Daily,DailySanFran,"San Francisco, CA","Follow for San Francisco's breaking news, special reports, entertainment and more from @DailySanFran",,22688,8375,2014-05-15,en,en,Judge approves Trump University settlement https://t.co/0fyac90y7J https://t.co/E9jh00oE2V,2017-03-31 17:17,Twibble.io,,,,False,,,absent,absent,0.0,0.0,0.0,1.0,[],[http://abc7news.com/politics/judge-approves-trump-university-settlement/1828049/],,
780949140201021441,2547141851,Chicago Daily News,ChicagoDailyNew,"Chicago, IL","Local news, sports, business, politics, entertainment, travel and opinion for Chicago and Illinois. DM us 24/7",,23595,13665,2014-05-14,en,en,Michael Moore: Trump 'Won' The First Presidential Debate https://t.co/k8FfTU68t7,2016-09-28 01:55,twitterfeed,,,,False,,,absent,absent,1.0,0.0,2.0,0.0,[],[http://bit.ly/2d2jzVD],,
620410344863694848,7b9a8430f80fe5d371a1d2b3c18ee53cceb4d2fbeb974b7ac1be18745ebd0c1c,7b9a8430f80fe5d371a1d2b3c18ee53cceb4d2fbeb974b7ac1be18745ebd0c1c,7b9a8430f80fe5d371a1d2b3c18ee53cceb4d2fbeb974b7ac1be18745ebd0c1c,USA,"Smart, strong, sensual woman #BlackLivesMatter activist",,1051,620,2013-08-12,en,en,RT @Txwench: Some Lefties threatning to leave if Trump is elected....now how about that ..already job creation....packers &amp; movers,2015-07-13 01:52,Twitter Web Client,,,,True,1886667756,620276902213783552,absent,absent,0.0,0.0,0.0,0.0,[],[],[1886667756],
626822114914406400,2882331822,Jenna Abrams,Jenn_Abrams,USA,"Calm down, I'm not pro-Trump. I am pro-common sense. Any offers/ideas/questions? DM or email me jennnabrams@gmail.com (Yes, there are 3 Ns)",https://t.co/ZXoG0JPLdf,79152,22607,2014-10-29,en,en,"#Trump's response to breast-pumping isn’t presidential, lawyer says http://t.co/NuYfOgNecq",2015-07-30 18:30,TweetDeck,,,,False,,,absent,absent,0.0,5.0,2.0,4.0,[Trump],[],,
839580556568453126,c863f6f0e2519b1a5b8b00e4f056fd0eab09a62bcf8be2b5e7eaafa42d89e535,c863f6f0e2519b1a5b8b00e4f056fd0eab09a62bcf8be2b5e7eaafa42d89e535,c863f6f0e2519b1a5b8b00e4f056fd0eab09a62bcf8be2b5e7eaafa42d89e535,United States,"Christian, Dad, Husband, Conservative. Trolls muted #tcot #PJNET",,1735,1768,2013-08-06,en,en,RT @theblaze: Chris Matthews is still having a ‘hard time’ saying ‘President Trump’ – TheBlaze - https://t.co/AmBtTzTg2B https://t.co/8s7ML…,2017-03-08 20:56,Twitter Web Client,,,,True,10774652,839575431720419328,absent,absent,0.0,0.0,0.0,0.0,[],[http://bit.ly/2m3nh3L],[10774652],
788750445380444160,3438999494,World Of Hashtags,WorldOfHashtags,,Hosted by @GiselleEvns. Join #WorldOfHashtags game on Mondays at 9AM ET/ Wednesdays at 10AM ET,,10518,8924,2015-09-03,en,en,RT @SemeiMuCasa: Whether or not Trump can count on your support  #RejectedDebateTopics,2016-10-19 14:35,TweetDeck,,,,True,1472466589,788749150074597376,absent,absent,0.0,0.0,0.0,0.0,[RejectedDebateTopics],[],[1472466589],
842358902771593216,c567f55d5430039ab5b53980a337cd6e3399e842f186e3930a92d7f2e11d27d6,c567f55d5430039ab5b53980a337cd6e3399e842f186e3930a92d7f2e11d27d6,c567f55d5430039ab5b53980a337cd6e3399e842f186e3930a92d7f2e11d27d6,USA,"Mom, Global Nail Artist, Consultant, blah,blah, I do more than paint a nail",,1006,1169,2013-07-25,en,en,RT @blicqer: ▶@OkayPlayer: Drumpf Digest: All of Donald Trump’s Follies in One Scroll https://t.co/EHdL5XtH7I,2017-03-16 12:56,Twitter Web Client,,,,True,3034626213,842352672980275200,absent,absent,0.0,0.0,0.0,0.0,[],[http://ow.ly/OoHy50adOdL],"[3034626213, 23978727]",
809126371188469760,8d313bc4410c3158379fb24df70f09dc2f5c96cef6aa527df856b61d1ffdd89e,8d313bc4410c3158379fb24df70f09dc2f5c96cef6aa527df856b61d1ffdd89e,8d313bc4410c3158379fb24df70f09dc2f5c96cef6aa527df856b61d1ffdd89e,USA,Black is my religion. If you buy me lipstick we go together #AllBlackEverything #WokeAF,,802,493,2013-09-15,en,en,RT @PaulVale: Leading @HuffingtonPost 'BUTCHER TO BUTTER UP BUSINESSMAN' - https://t.co/xVQN57fBI5 #Aleppo #Trump #Assad https://t.co/kWGsd…,2016-12-14 20:02,Twitter Web Client,,,,True,14560487,809116025253924864,absent,absent,0.0,0.0,0.0,0.0,"[Aleppo, Trump, Assad]",[http://huff.to/2h1cggQ],"[14560487, 14511951]",
815211197859405828,2882331822,Jenna Abrams,Jenn_Abrams,USA,"Calm down, I'm not pro-Trump. I am pro-common sense. Any offers/ideas/questions? DM or email me jennnabrams@gmail.com (Yes, there are 3 Ns)",https://t.co/ZXoG0JPLdf,79152,22607,2014-10-29,en,en,True fact: Whether you like it or not #TrumpProtest is basically an anti-American rally. That costed taxpayers' money btw https://t.co/hLhjNbRDQ5,2016-12-31 15:01,TweetDeck,,,,False,,,absent,absent,4.0,8.0,98.0,63.0,[TrumpProtest],[],,
849817161467961345,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,United States,No more #HappyHolidays shit!!! It's #MerryChristmas!!!!! #BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump,https://t.co/XFnhCqCWBy,2748,265,2016-06-15,en,en,RT @FoxNews: #Hannity: Will Media Apologize After #Trump 'Proven Right' on Surveillance Claims? https://t.co/nIKJBQMsrO,2017-04-06 02:52,Twitter Web Client,,,,True,1367531,849813625451819008,absent,absent,0.0,0.0,0.0,0.0,"[Hannity, Trump]",[http://insider.foxnews.com/2017/04/05/sean-hannity-says-alt-left-media-must-apologize-donald-trump-obama-wiretap-claims-susan],[1367531],
796406381410598912,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,United States,No more #HappyHolidays shit!!! It's #MerryChristmas!!!!! #BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump,https://t.co/XFnhCqCWBy,2748,265,2016-06-15,en,en,RT @HillaryClinton: “Last night I congratulated Donald Trump and offered to work with him on behalf of our country.” —Hillary,2016-11-09 17:37,Twitter for Android,,,,True,1339835893,796392332467851264,absent,absent,0.0,0.0,0.0,0.0,[],[],[1339835893],
821885061293346816,4272870988,Pamela Moore,Pamela_Moore13,"Texas, USA",Southern. Conservative. Pro God. Anti Racism,,72121,42080,2015-11-25,en,en,WATCH: @TuckerCarlson slams “hoax” group claiming to pay protesters at Trump #inauguration.   Tucker is the man! https://t.co/dTDR9zo0Qs,2017-01-19 01:00,Twitter Web Client,,,,False,,,absent,absent,5.0,15.0,154.0,111.0,[inauguration],[],[22703645],
796114002569003008,94c383089f0dd9993020276bd01113ecb5935ad860bfa61e6079e7d548577f76,94c383089f0dd9993020276bd01113ecb5935ad860bfa61e6079e7d548577f76,94c383089f0dd9993020276bd01113ecb5935ad860bfa61e6079e7d548577f76,USA,Conservative. Politics. Pro-Life. Writer.  #GodBlessAmerica #WakeUpAmerica #InGodWeTrust,,1541,1676,2014-06-13,en,en,i really admire this about you @realDonaldTrump #draintheswamp #maga https://t.co/kewWi4YkKS #TrumpForPresident,2016-11-08 22:15,Twitter Web Client,,,795776889851957248,False,,,absent,absent,0.0,0.0,0.0,0.0,"[draintheswamp, maga, TrumpForPresident]",[https://twitter.com/noclador/status/795776889851957248],[25073877],
782465615034355713,2495567768,San Francisco Daily,DailySanFran,"San Francisco, CA","Follow for San Francisco's breaking news, special reports, entertainment and more from @DailySanFran",,22688,8375,2014-05-15,en,en,Alec Baldwin is winning in new ‘SNL’ role as Donald Trump https://t.co/Gytf9cO4bX,2016-10-02 06:21,twitterfeed,,,,False,,,absent,absent,0.0,0.0,1.0,3.0,[],[http://bit.ly/2dGuaZk],,
836704990169337865,2570631118,Politweecs,Politweecs,United States,Tweets and politics,,36094,20288,2014-05-29,en,en,"The telephone protocol of Donald Trump, explained https://t.co/C5k4AfmZHv",2017-02-28 22:29,Twitter Web Client,,,,False,,,absent,absent,0.0,0.0,0.0,0.0,[],[https://goo.gl/GT1TxR],,
873283361544052737,2570631118,Politweecs,Politweecs,United States,Tweets and politics,,36094,20288,2014-05-29,en,en,"Everything President Trump has said about Comey's testimony, ranked https://t.co/hjFBp9edeB",2017-06-09 20:59,Twitter Web Client,,,,False,,,absent,absent,0.0,1.0,1.0,0.0,[],[https://goo.gl/dldwte],,
657305856145518593,2912754262,Pigeon Today,PigeonToday,United States,"America’s Weakest Primetime Lineup Anywhere! Follow Merica's #1 cable news network, delivering you breaking news, insightful analysis, and must-see memes.",http://t.co/h5ZYn94UBQ,32347,21336,2014-12-09,en,en,@realDonaldTrump that is the main issue! https://t.co/Jyt8CIjvhv,2015-10-22 21:21,Twitter Web Client,657298874869096448,25073877,,False,,,absent,absent,0.0,0.0,1.0,2.0,[],[],[25073877],
806319855204872193,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,United States,No more #HappyHolidays shit!!! It's #MerryChristmas!!!!! #BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump,https://t.co/XFnhCqCWBy,2748,265,2016-06-15,en,en,RT @tonyposnanski: @realDonaldTrump I NEED THE LINK FOR THE CRYING LIBERAL TEARS MUG!!! I HAS HAVE!!!!,2016-12-07 02:10,Twitter for Android,,,,True,17642747,806134569682485248,absent,absent,0.0,0.0,0.0,0.0,[],[],"[17642747, 25073877]",
820280114818805762,2675966513,Dallas Top News,DallasTopNews,"Dallas, Texas","Dallas top news and stories, powered 24/7",,24696,7388,2014-07-05,en,en,Immigrant Groups Rally Around Country as Message to Trump https://t.co/yYIrjZUheU https://t.co/4ixMaFN6F3,2017-01-14 14:43,Twibble.io,,,,False,,,absent,absent,0.0,0.0,0.0,2.0,[],[http://www.nbcdfw.com/news/national-international/Immigrant-Groups-Rally-Around-Country-as-Message-to-Trump-410718905.html],,
810037496352378881,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845,United States,No more #HappyHolidays shit!!! It's #MerryChristmas!!!!! #BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump,https://t.co/XFnhCqCWBy,2748,265,2016-06-15,en,en,"We had 16 great Candidates, Trump won &amp; Hillary had nothing to offer but an extention of Obamas misery &amp;delusional success #LeftieFraudsters",2016-12-17 08:22,Twitter for Android,,,,False,,,absent,absent,0.0,0.0,5.0,5.0,[LeftieFraudsters],[],,
